method,target,N,seed,fold,n_train,n_val,n_test,runtime_seconds,pearson,rmse,mae
no_prior_ridge,working_memory,412,1,1,279,50,83,52.83090949058533,0.0410021783706076,12.08174605247765,9.92321271271252
ncr_contrastive,working_memory,412,1,2,280,50,82,111.86922788619997,0.1562042832015711,12.01025788319794,10.050659880412615
no_prior_ridge,working_memory,412,1,2,280,50,82,82.3011121749878,0.1562042832015706,12.01025788319794,10.050659880412626
ncr_contrastive,working_memory,412,1,3,280,50,82,110.385803937912,0.3221318055517022,11.694108878087558,9.543737027394938
no_prior_ridge,working_memory,412,1,3,280,50,82,76.68663787841797,0.3221318055517023,11.694108878087556,9.543737027394938
ncr_contrastive,working_memory,412,1,4,280,50,82,125.9430136680603,0.3101068562704764,10.308862957113618,8.234114336560605
no_prior_ridge,working_memory,412,1,4,280,50,82,72.38349914550781,0.3101068562704763,10.308862957113618,8.234114336560609
ncr_contrastive,working_memory,412,2,0,279,50,83,106.20925998687744,0.0422660778477808,12.293651673485128,10.115481329597763
no_prior_ridge,working_memory,412,2,0,279,50,83,66.75105667114258,0.0424613627194753,12.293636193707613,10.11547696967798
ncr_contrastive,working_memory,412,2,1,279,50,83,115.95107126235962,0.3695046013122974,10.299359856099196,8.51738428889705
no_prior_ridge,working_memory,412,2,1,279,50,83,70.89456295967102,0.36950460131229745,10.299359856099196,8.517384288897054
ncr_contrastive,working_memory,412,2,2,280,50,82,118.28414106369019,0.1758477657079,11.454277377163873,9.066803340696445
no_prior_ridge,working_memory,412,2,2,280,50,82,77.9325897693634,0.17584776570789845,11.454277377163878,9.066803340696449
ncr_contrastive,working_memory,412,2,3,280,50,82,106.07633018493652,0.285622909911058,11.451531970149183,9.923086735441593
no_prior_ridge,working_memory,412,2,3,280,50,82,51.70727753639221,0.2857250673507402,11.451514178156584,9.923073396380481
ncr_contrastive,working_memory,412,2,4,280,50,82,87.00681066513062,0.12130161463611233,10.762942150974323,8.666265327122032
no_prior_ridge,working_memory,412,2,4,280,50,82,56.18320369720459,0.12130161463611258,10.762942150974323,8.666265327122032
