target,seed,fold,model_id,prior_type,evaluation_type,n_train,n_test,test_indices_hash,selected_hyperparameter_hash,coefficient_artifact,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard,pearson,rmse,mae
working_memory,2,1,A4_modality_ridge,none,retuned_base,329,83,1ad80dbf1d2cbf53,4ae14dcae3d7e452,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed02_fold01.npz,0.029383067099877508,0.023731355481218797,0.05263157894736842,0.40757879020341903,10.194616191587354,8.337407443833838
working_memory,2,2,A2_fc_laplacian,matched,retuned_base,330,82,87a120d2fb58d4fa,d78e2b2676405f70,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed02_fold02.npz,-0.21326377038431532,0.009924930643790646,0.0,0.24508507138444208,11.889296551527009,9.226441747069446
working_memory,2,2,A3_msancr,matched,retuned_base,330,82,87a120d2fb58d4fa,da9e03b7552cd21e,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed02_fold02.npz,0.2805119719651286,0.5399200738945537,0.0,0.23858888502065095,12.204363862503328,9.559273454294997
working_memory,2,2,A4_iso_same_solver,uniform,retuned_base,330,82,87a120d2fb58d4fa,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed02_fold02.npz,0.1810716598898613,0.2588598868028358,0.05263157894736842,0.1758477657078992,11.454277377163876,9.066803340696447
working_memory,2,2,A4_modality_ridge,none,retuned_base,330,82,87a120d2fb58d4fa,238f293a983fbc70,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed02_fold02.npz,0.1829056712552832,0.2510007266069969,0.1111111111111111,0.24923352816836333,11.910954391242534,9.218686684166943
working_memory,2,3,A2_fc_laplacian,matched,retuned_base,330,82,f2d768095732cd28,0c9cf3b8148d7e64,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed02_fold03.npz,-0.5875820677789064,-0.19619818321496532,0.0,0.28020199524870437,11.83488626080546,9.660159640167812
working_memory,2,3,A3_msancr,matched,retuned_base,330,82,f2d768095732cd28,74a2e0a48e06c9df,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed02_fold03.npz,-0.4185965049845826,0.10120351758792416,0.0,0.27810029382732254,11.874054654181725,9.678834788543703
working_memory,2,3,A4_iso_same_solver,uniform,retuned_base,330,82,f2d768095732cd28,c65f6b667fe32338,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed02_fold03.npz,0.0896837145237793,0.10237296678006072,0.05263157894736842,0.2864445892038003,11.348387633266015,9.57031600106219
working_memory,2,3,A4_modality_ridge,none,retuned_base,330,82,f2d768095732cd28,e94e3226c41a6180,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed02_fold03.npz,-0.08766841321101679,-0.022484968842231133,0.0,0.280050890731026,11.967127408174882,9.848500946793113
working_memory,2,4,A2_fc_laplacian,matched,retuned_base,330,82,0748e83f7d70cde3,60384e39417b2449,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed02_fold04.npz,-0.27647748835779906,-0.09938394696989586,0.0,0.23831129396595135,10.95174117504726,8.899136612552399
working_memory,2,4,A3_msancr,matched,retuned_base,330,82,0748e83f7d70cde3,a893a27bbbe1f511,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed02_fold04.npz,0.25728667812324557,0.5042518735343882,0.0,0.2373248246811777,11.16614191137074,9.08327293166803
working_memory,2,4,A4_iso_same_solver,uniform,retuned_base,330,82,0748e83f7d70cde3,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed02_fold04.npz,0.17422185231008003,0.2090659712008102,0.05263157894736842,0.12646011076526706,10.96606594616192,8.826353604352278
working_memory,2,4,A4_modality_ridge,none,retuned_base,330,82,0748e83f7d70cde3,4ae14dcae3d7e452,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed02_fold04.npz,0.10308428975520346,0.1303705036891725,0.05263157894736842,0.235082644103881,10.975371535759079,8.914344172157215
working_memory,3,0,A2_fc_laplacian,matched,retuned_base,329,83,c51293e07f64e8ce,d78e2b2676405f70,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed03_fold00.npz,-0.2937430728084611,-0.0607151861825379,0.0,0.24995348796452377,9.939870513811014,8.48051126167653
working_memory,3,0,A3_msancr,matched,retuned_base,329,83,c51293e07f64e8ce,c8c13e7d9c4f9f47,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed03_fold00.npz,0.2954249149115037,0.45591207567784814,0.05263157894736842,0.2585439629246329,9.919287693578674,8.404702631993752
working_memory,3,0,A4_iso_same_solver,uniform,retuned_base,329,83,c51293e07f64e8ce,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed03_fold00.npz,0.16047806508257909,0.15752172868292225,0.05263157894736842,0.36334359073622285,9.149483238817282,7.794331620647791
working_memory,3,0,A4_modality_ridge,none,retuned_base,329,83,c51293e07f64e8ce,238f293a983fbc70,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed03_fold00.npz,0.06347952967331552,0.10795862542144988,0.1111111111111111,0.24416824256676298,9.996136404415475,8.52350193580035
working_memory,3,1,A2_fc_laplacian,matched,retuned_base,329,83,e98fef47d0807a2a,1e147b58269cfcf9,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed03_fold01.npz,-0.0801255711892977,0.014348833837728338,0.0,0.17817999197279577,12.78867981773246,11.03177633887716
working_memory,3,1,A3_msancr,matched,retuned_base,329,83,e98fef47d0807a2a,828f5bed79a64921,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed03_fold01.npz,0.5964864350965321,0.6838969650593415,0.05263157894736842,0.18922345798515025,12.75988037909179,10.953385833594766
working_memory,3,1,A4_iso_same_solver,uniform,retuned_base,329,83,e98fef47d0807a2a,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed03_fold01.npz,0.1825186816957287,0.24738851347733823,0.1111111111111111,0.2343843384359396,12.140801393592627,10.517687610814614
working_memory,3,1,A4_modality_ridge,none,retuned_base,329,83,e98fef47d0807a2a,238f293a983fbc70,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed03_fold01.npz,0.1196703076787831,0.15652538874620062,0.05263157894736842,0.1723231795890615,12.840926377010833,11.076009593007795
working_memory,3,2,A2_fc_laplacian,matched,retuned_base,330,82,1e6108961e7f53a8,60384e39417b2449,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed03_fold02.npz,-0.2456965834713357,-0.12678137179356913,0.05263157894736842,0.16013852467366668,12.31844202221993,9.624256810243882
working_memory,3,2,A3_msancr,matched,retuned_base,330,82,1e6108961e7f53a8,9451140ae06ac8d5,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed03_fold02.npz,0.5124168326268078,0.6210775397054263,0.05263157894736842,0.16798791014069286,12.606172315451722,9.96452893423939
working_memory,3,2,A4_iso_same_solver,uniform,retuned_base,330,82,1e6108961e7f53a8,c65f6b667fe32338,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed03_fold02.npz,0.13514216964081088,0.09555630898905412,0.05263157894736842,0.11434965965568972,12.631727121711753,9.886068826385015
working_memory,3,2,A4_modality_ridge,none,retuned_base,330,82,1e6108961e7f53a8,4ae14dcae3d7e452,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed03_fold02.npz,0.16257729061931586,0.10495806499425736,0.1111111111111111,0.15772308159617954,12.406770035608403,9.729077327441326
working_memory,3,3,A2_fc_laplacian,matched,retuned_base,330,82,1b576521b27c7c13,9902906f74d11c9d,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed03_fold03.npz,0.1576943996824764,0.2031187065592209,0.05263157894736842,0.47440872238835,10.82286553938832,8.857111104213766
working_memory,3,3,A3_msancr,matched,retuned_base,330,82,1b576521b27c7c13,90e09dadde0d4a55,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed03_fold03.npz,0.40732042101333793,0.61129494333831,0.05263157894736842,0.48349627220606456,10.730361905084928,8.745239335160843
working_memory,3,3,A4_iso_same_solver,uniform,retuned_base,330,82,1b576521b27c7c13,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed03_fold03.npz,0.14419098270420938,0.18174163695164547,0.05263157894736842,0.43730615842150544,10.841628463662433,8.888874285011635
working_memory,3,3,A4_modality_ridge,none,retuned_base,330,82,1b576521b27c7c13,2910bb8c65053494,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed03_fold03.npz,0.1793122805829075,0.21807149935473027,0.05263157894736842,0.4746955827063743,10.820409746352688,8.85471708379204
working_memory,3,4,A2_fc_laplacian,matched,retuned_base,330,82,726717d4f96adb17,30de6306249024c7,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed03_fold04.npz,0.2750628058349194,0.33513182473866415,0.05263157894736842,0.1156658243358701,11.113045785227653,8.746559362077202
working_memory,3,4,A3_msancr,matched,retuned_base,330,82,726717d4f96adb17,cbd191467a0501e0,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed03_fold04.npz,0.6672555824745883,0.7669432451904084,0.1111111111111111,0.11464753596447369,11.113645645225976,8.739953817911436
working_memory,3,4,A4_iso_same_solver,uniform,retuned_base,330,82,726717d4f96adb17,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed03_fold04.npz,0.12549776948911967,0.14927403438048534,0.05263157894736842,0.2844258724083904,10.729341065099549,8.303746180453077
working_memory,3,4,A4_modality_ridge,none,retuned_base,330,82,726717d4f96adb17,1ebab70fa4cbe7ce,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed03_fold04.npz,0.27515122151193483,0.33513182473866415,0.05263157894736842,0.11566673424900228,11.113044877974207,8.746558562817393
working_memory,4,0,A2_fc_laplacian,matched,retuned_base,329,83,028839dc5cc41f6d,6bba190126582dc2,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed04_fold00.npz,-0.5457132689013416,-0.18237637088816697,0.0,0.11934460603189645,12.902252144355067,10.736785565571408
working_memory,4,0,A3_msancr,matched,retuned_base,329,83,028839dc5cc41f6d,92170dd4d1707fa7,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed04_fold00.npz,-0.44925586326344413,-0.04358891051348519,0.0,0.12685572565448933,12.846698385462846,10.699308574840508
working_memory,4,0,A4_iso_same_solver,uniform,retuned_base,329,83,028839dc5cc41f6d,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed04_fold00.npz,0.15429212854506172,0.16152632279152146,0.05263157894736842,0.23352412694260005,10.646523887341452,8.480540289765296
working_memory,4,0,A4_modality_ridge,none,retuned_base,329,83,028839dc5cc41f6d,e94e3226c41a6180,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed04_fold00.npz,-0.060525228889375164,-0.008224613068381553,0.05263157894736842,0.09959572901855789,13.284554833563412,10.971501654394212
working_memory,4,1,A2_fc_laplacian,matched,retuned_base,329,83,35764b59002a2859,314e5f999a0e44bb,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed04_fold01.npz,-0.420659259585474,-0.07372915531739982,0.0,0.22297329501570295,11.822204227415861,9.472325068553848
working_memory,4,1,A3_msancr,matched,retuned_base,329,83,35764b59002a2859,08f36c88c7bbe2b6,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed04_fold01.npz,0.05670334478950809,0.39528921443153164,0.0,0.2279720203735845,11.843447390377767,9.44231489551925
working_memory,4,1,A4_iso_same_solver,uniform,retuned_base,329,83,35764b59002a2859,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed04_fold01.npz,0.15362105315437002,0.19551728681033317,0.05263157894736842,0.1727685841054738,11.524688759243809,9.610665363407927
working_memory,4,1,A4_modality_ridge,none,retuned_base,329,83,35764b59002a2859,4ae14dcae3d7e452,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed04_fold01.npz,0.1332344915965225,0.15427881529814877,0.1111111111111111,0.21651358708053814,11.905427068166079,9.497164071581595
