model,prior,target,seed,fold,split_id,n_train,n_val,n_test,best_hidden,best_dropout,best_learning_rate,best_epoch,parameters,pearson,rmse,mae,runtime_seconds,I_XZ_final,I_ZY_final,probe_r2_final,bypass_alpha,selected_alpha,best_alpha1,best_alpha2,best_val_rmse
ncr,no_prior,working_memory,0,2,seed00_fold02,280,50,82,,,,,,0.1644393331898222,11.83543854673098,9.479632138746258,5.796271562576294,0.214523360133171,0.9317507743835448,,0.0,,1.0,0.0,9.4021641736739
ncr,no_prior,working_memory,0,3,seed00_fold03,280,50,82,,,,,,0.2043248286260847,11.380085615744765,9.472004890101324,6.333268880844116,0.6791740655899048,0.0780454874038696,,0.0,,100.0,0.0,11.571699773329422
ncr,no_prior,working_memory,0,4,seed00_fold04,280,50,82,,,,,,0.3092289061256007,13.06173549114704,10.913840716197756,4.675510406494141,0.2206023931503296,0.9149115085601808,,0.0,,1.0,0.0,11.410844925467584
llm_gated,llm_wm,fluid_intelligence,1,0,seed01_fold00,279,50,83,32.0,0.2,0.003,16.0,213121.0,0.08931966361672547,5.645792816926035,4.439071747193854,176.13558650016785,2.2269458770751953,0.3466840386390686,,0.5,0.5,,,
llm_gated,llm_wm,fluid_intelligence,1,1,seed01_fold01,279,50,83,16.0,0.2,0.001,13.0,61505.0,0.32113780611246323,4.432535262614119,3.6278300917292214,112.78995490074158,2.16123628616333,0.4037458002567291,,0.0,0.0,,,
llm_gated,llm_wm,fluid_intelligence,1,2,seed01_fold02,280,50,82,16.0,0.5,0.001,12.0,61505.0,0.4341910159637997,4.779055780973787,4.079926641975961,98.18818807601929,2.1585628986358643,0.4030757546424866,,0.75,0.75,,,
llm_gated,llm_wm,fluid_intelligence,1,3,seed01_fold03,280,50,82,32.0,0.5,0.001,29.0,213121.0,0.2182770250622601,5.810736219733672,4.555314389670768,208.2242066860199,2.444824457168579,0.519981324672699,,0.25,0.25,,,
llm_gated,llm_wm,fluid_intelligence,1,4,seed01_fold04,280,50,82,16.0,0.2,0.001,26.0,61505.0,0.2392107548664334,5.24001437233438,4.278607926717618,155.869131565094,2.211656332015991,0.5773943066596985,,0.0,0.0,,,
llm_gated,llm_wm,fluid_intelligence,2,0,seed02_fold00,279,50,83,32.0,0.2,0.001,11.0,213121.0,0.3569645167532915,4.912380818398014,4.224956167749612,139.19469475746155,2.034851312637329,0.4355212152004242,,0.75,0.75,,,
llm_gated,llm_wm,fluid_intelligence,2,1,seed02_fold01,279,50,83,16.0,0.5,0.003,18.0,61505.0,0.2486047343088642,5.218206463013493,4.298202261867293,138.06712532043457,1.8601986169815063,0.551986038684845,,0.0,0.0,,,
