experiment_id,experiment_name,prior_type,prior_source,seed,fold,split_id,n_train,n_val,n_test,best_epoch,best_val_metric,runtime_seconds,target_train_mean,target_train_std,group_aware,pearson,rmse,mae,alignment_node_pearson,alignment_node_spearman,alignment_node_topk_jaccard,reference_alignment_node_pearson,reference_alignment_node_spearman,reference_alignment_node_topk_jaccard,reference_alignment_module_pearson,reference_alignment_module_spearman,reference_alignment_module_topk_jaccard,reference_alignment_edge_diagonal_pearson,reference_alignment_edge_diagonal_spearman,reference_alignment_edge_diagonal_topk_jaccard
E10,node_unrelated_visual,node,unrelated_visual,6,4,seed06_fold04,280,50,82,12,4.705966472625732,39.80731678009033,16.714285714285715,4.8818698324744885,False,0.1535932570695877,5.011375427246094,4.296511173248291,0.8799015879631042,0.7575496423312543,0.5384615384615384,0.0940258726477623,0.1394992033702876,0.05263157894736842,0.11793919652700424,0.0,0.2,0.10605180263519287,0.1394992033702876,0.05263157894736842
E10,node_unrelated_visual,node,unrelated_visual,7,0,seed07_fold00,279,50,83,15,4.483431339263916,42.98323082923889,16.96057347670251,4.941437077204398,False,0.21066513657569885,4.907440185546875,4.020264148712158,0.8917389512062073,0.7545881620892975,0.42857142857142855,0.13007314503192902,0.21585844940657792,0.0,0.16677093505859375,0.09523809523809526,0.2,0.14036805927753448,0.21585844940657792,0.0
E10,node_unrelated_visual,node,unrelated_visual,7,1,seed07_fold01,279,50,83,42,4.574777603149414,74.4891471862793,16.870967741935484,4.956207808160297,False,0.12965042889118195,4.958948135375977,3.948495864868164,0.8727129697799683,0.7456238163316035,0.3333333333333333,0.10928796231746674,0.16832993766508839,0.0,0.15478120744228363,0.023809523809523815,0.2,0.11147211492061615,0.16832993766508839,0.0
E10,node_unrelated_visual,node,unrelated_visual,7,2,seed07_fold02,280,50,82,21,4.812145709991455,49.61552095413208,16.87142857142857,4.785906179521667,False,0.21070225536823273,5.129889965057373,4.472080230712891,0.8627568483352661,0.7480209672863072,0.42857142857142855,0.1469259411096573,0.2062348871363404,0.0,0.16556188464164734,0.14285714285714288,0.2,0.14902538061141968,0.2062348871363404,0.0
E10,node_unrelated_visual,node,unrelated_visual,7,3,seed07_fold03,280,50,82,7,4.703845024108887,36.72135329246521,16.742857142857144,4.905349017102844,False,0.14755548536777496,4.869417667388916,4.220256328582764,0.8557015061378479,0.7485503381221376,0.5384615384615384,0.23908370733261108,0.3018262755196388,0.0,0.28808844089508057,0.30952380952380953,0.2,0.24669454991817474,0.3018262755196388,0.0
E10,node_unrelated_visual,node,unrelated_visual,7,4,seed07_fold04,280,50,82,7,4.648395538330078,38.178425788879395,16.90357142857143,4.995854148538505,False,0.1045897901058197,4.6258039474487305,3.933387279510498,0.8761118054389954,0.7543983876387167,0.6666666666666666,0.09109710156917572,0.12303876681465564,0.0,0.027160964906215668,0.023809523809523815,0.2,0.09800312668085098,0.12303876681465564,0.0
E10,node_unrelated_visual,node,unrelated_visual,8,0,seed08_fold00,279,50,83,29,4.62434196472168,58.79564571380615,16.7168458781362,4.991257885993287,False,0.1896626055240631,4.59187126159668,3.691908121109009,0.8311710953712463,0.7269759795298044,0.42857142857142855,0.14025187492370605,0.25219026856380566,0.0,0.15066495537757874,0.30952380952380953,0.2,0.1395963728427887,0.25219026856380566,0.0
E10,node_unrelated_visual,node,unrelated_visual,8,1,seed08_fold01,279,50,83,9,5.001821994781494,35.285077810287476,16.695340501792113,4.938004161512249,False,0.20343270897865295,4.567772388458252,4.06065034866333,0.8783161044120789,0.7528002870022478,0.42857142857142855,0.1937149316072464,0.2874183994689719,0.0,0.2592967748641968,0.28571428571428575,0.2,0.20113229751586914,0.2874183994689719,0.0
E10,node_unrelated_visual,node,unrelated_visual,8,2,seed08_fold02,280,50,82,18,4.612978935241699,46.350250005722046,17.025,4.7737470308224035,False,0.2718144357204437,5.1763715744018555,4.3081464767456055,0.8742759823799133,0.7472568754194955,0.42857142857142855,0.15378905832767487,0.24930369928918328,0.0,0.14408966898918152,0.14285714285714288,0.2,0.15971003472805023,0.24930369928918328,0.0
E10,node_unrelated_visual,node,unrelated_visual,8,3,seed08_fold03,280,50,82,1,4.799149513244629,35.604456663131714,16.84642857142857,4.912228338025214,False,0.10991576313972473,4.890465259552002,4.13446569442749,0.6923016309738159,0.6518352852288217,0.17647058823529413,0.2247164100408554,0.2831235040084611,0.0,0.29563701152801514,0.28571428571428575,0.2,0.22193318605422974,0.2831235040084611,0.0
