method_id,method_name,method_family,seed,fold,split_id,n_train,n_val,n_test,best_hidden,best_dropout,best_learning_rate,best_epoch,best_val_rmse,parameters,runtime_seconds,device,group_aware,pearson,rmse,mae,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,6,1,seed06_fold01,279,50,83,16,0.5,0.003,16,4.795581817626953,16323,18.12321162223816,cuda,False,0.43296940025110586,4.543513495807518,3.936530641762607,0.8116083754020036,0.7196646691179581,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,6,1,seed06_fold01,279,50,83,32,0.5,0.001,16,4.817819118499756,35203,18.001673221588135,cuda,False,0.42301988451840467,4.668453849206046,3.9276690195841963,0.781263702262211,0.7296128455799785,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,6,1,seed06_fold01,279,50,83,16,0.5,0.003,16,4.798890113830566,16323,18.807178020477295,cuda,False,0.4202766368195739,4.599336967659132,3.9471373155892615,0.6442659920951498,0.7912735939722447,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,6,2,seed06_fold02,280,50,82,16,0.2,0.003,10,4.58077335357666,16323,16.790858030319214,cuda,False,0.3966414580956248,4.742141778756149,4.046173049182427,0.8309228978145902,0.7291184331955708,0.25
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,6,2,seed06_fold02,280,50,82,16,0.2,0.003,11,4.586592674255371,16323,17.528866052627563,cuda,False,0.3999695611975858,4.74195889128838,4.001975652648182,0.7619065243923908,0.728943640938457,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,6,2,seed06_fold02,280,50,82,16,0.2,0.003,10,4.514495372772217,16323,17.47787642478943,cuda,False,0.39805354849608554,4.726466743696933,3.986002119576059,0.6624683919209966,0.7986545188943989,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,6,3,seed06_fold03,280,50,82,16,0.5,0.001,41,4.3701982498168945,16323,21.134560346603394,cuda,False,0.16162438587158484,4.771829037878342,3.8473689730574443,0.8227374226525949,0.7254278195382249,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,6,3,seed06_fold03,280,50,82,32,0.5,0.003,10,4.35751485824585,35203,20.244301557540894,cuda,False,0.18928888937764585,4.694269448500254,3.813127133904434,0.769159766011255,0.7251681281847987,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,6,3,seed06_fold03,280,50,82,16,0.5,0.001,46,4.2616353034973145,16323,23.398585319519043,cuda,False,0.17019919574830983,4.836029981782708,3.901106264533066,0.6560625157764193,0.7955868219736285,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,6,4,seed06_fold04,280,50,82,32,0.2,0.001,14,4.379883766174316,35203,17.980096101760864,cuda,False,0.1519368276985367,5.143889777636475,4.5359617791524744,0.8176574410829132,0.7238496951597118,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,6,4,seed06_fold04,280,50,82,32,0.2,0.001,14,4.355567455291748,35203,18.85393238067627,cuda,False,0.17525371470700415,5.069700817209237,4.467440151586765,0.7634838934541877,0.7272856115281202,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,6,4,seed06_fold04,280,50,82,32,0.2,0.001,14,4.378167152404785,35203,17.903728723526,cuda,False,0.16757203211271868,5.0998201790154924,4.5058767853713615,0.6566848234196285,0.8032137777265214,0.1111111111111111
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,7,0,seed07_fold00,279,50,83,16,0.5,0.001,10,4.557199001312256,16323,15.362704992294312,cuda,False,0.27086997402412377,4.887766492394058,3.9822586243411147,0.7534673142657508,0.7022753365673784,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,7,0,seed07_fold00,279,50,83,16,0.2,0.001,22,4.491901874542236,16323,15.742998600006104,cuda,False,0.42339529641582396,4.546526577761497,3.80334867914039,0.6871770116754299,0.7110399197455138,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,7,0,seed07_fold00,279,50,83,16,0.2,0.001,22,4.5233378410339355,16323,18.093814611434937,cuda,False,0.42005432223493305,4.547582431003402,3.7967983498630753,0.5211567528818907,0.7099142736324145,0.1111111111111111
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,7,1,seed07_fold01,279,50,83,16,0.5,0.001,36,4.654411315917969,16323,19.7041916847229,cuda,False,0.2894060016891554,4.596393377289153,3.648313062736787,0.6891013449443995,0.6773949072833498,0.1111111111111111
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,7,1,seed07_fold01,279,50,83,16,0.5,0.003,14,4.497797966003418,16323,20.38570213317871,cuda,False,0.3131102013746967,4.545844580727805,3.651827708784356,0.6437846994272549,0.6881820865795165,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,7,1,seed07_fold01,279,50,83,16,0.5,0.003,14,4.517020225524902,16323,19.69992685317993,cuda,False,0.29443301971661384,4.552694326077023,3.5993823890226433,0.4278170092033332,0.6049975012493753,0.1111111111111111
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,7,2,seed07_fold02,280,50,82,32,0.5,0.003,12,4.778824329376221,35203,20.40635347366333,cuda,False,0.20883528281200697,5.370294093529582,4.51163754812101,0.7774151386603082,0.7061906831267278,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,7,2,seed07_fold02,280,50,82,32,0.5,0.003,11,4.8302321434021,35203,21.227646589279175,cuda,False,0.31868301947369354,5.002615431071115,4.224476721228623,0.7324213696277286,0.7215274551723424,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,7,2,seed07_fold02,280,50,82,32,0.5,0.003,12,4.719061374664307,35203,20.42534327507019,cuda,False,0.2752958799514652,5.1098154890516065,4.317521700044957,0.6577224437630402,0.8003075385384232,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,7,3,seed07_fold03,280,50,82,16,0.5,0.001,25,4.598219394683838,16323,18.590288639068604,cuda,False,0.3280479283390877,4.701864321155609,4.160661581085949,0.843083117483761,0.7318102339551235,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,7,3,seed07_fold03,280,50,82,16,0.5,0.001,22,4.594664096832275,16323,17.415807485580444,cuda,False,0.33496923063520767,4.701121672777169,4.136372019604939,0.7850462406921811,0.7301422164158088,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,7,3,seed07_fold03,280,50,82,16,0.2,0.003,12,4.5550971031188965,16323,18.204006910324097,cuda,False,0.3621695404084101,4.5991817919175695,3.9947354619095967,0.6857306117260857,0.8144696882328067,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,7,4,seed07_fold04,280,50,82,32,0.5,0.001,23,4.4147114753723145,35203,21.78937602043152,cuda,False,0.19112766397643433,4.788010465436895,3.937234634306373,0.8034674362158903,0.7186908265426097,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,7,4,seed07_fold04,280,50,82,32,0.5,0.001,25,4.464471817016602,35203,21.556756019592285,cuda,False,0.14856235190564043,5.151122197431627,4.325607962724639,0.7508572749963505,0.7220718082016399,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,7,4,seed07_fold04,280,50,82,32,0.5,0.001,24,4.328063011169434,35203,21.72377920150757,cuda,False,0.16726478085930743,4.952445560241093,4.113583529867777,0.6297412560809029,0.7879675546841963,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,8,0,seed08_fold00,279,50,83,32,0.5,0.001,26,4.073174476623535,35203,22.300921201705933,cuda,False,0.2114089029279407,4.815679971390021,3.982292715325413,0.8256002670799438,0.723674902902598,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,8,0,seed08_fold00,279,50,83,32,0.5,0.003,16,3.980907917022705,35203,21.629984855651855,cuda,False,0.219691621148209,4.871172251611834,3.973506824079766,0.7431478430891242,0.7172575300342766,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,8,0,seed08_fold00,279,50,83,32,0.5,0.001,28,3.963381290435791,35203,23.194610595703125,cuda,False,0.23880492177824975,4.971938229414372,4.0575531074799684,0.6397201662700873,0.789174643447507,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,8,1,seed08_fold01,279,50,83,32,0.5,0.003,18,4.18170166015625,35203,23.009016513824463,cuda,False,0.3047958132250303,4.733385043133376,3.9610983262579125,0.7769421406444629,0.7115593024523663,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,8,1,seed08_fold01,279,50,83,32,0.5,0.003,19,4.271722316741943,35203,24.317328929901123,cuda,False,0.22994760654170482,5.062908850056997,4.241603058504771,0.7324793501766492,0.7163386221683067,0.17647058823529413
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,8,1,seed08_fold01,279,50,83,32,0.5,0.003,22,4.142970085144043,35203,23.704702854156494,cuda,False,0.29033490017388336,4.9026638934229725,4.038644859589726,0.6335253715490465,0.7844385499557914,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,8,2,seed08_fold02,280,50,82,16,0.5,0.001,20,4.6074371337890625,16323,16.635254383087158,cuda,False,0.18681254077728082,5.2547643570859695,4.469627298959872,0.8252933153454381,0.7279298458471969,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,8,2,seed08_fold02,280,50,82,16,0.5,0.001,19,4.567068576812744,16323,17.04835605621338,cuda,False,0.20638361038731723,5.226624550940254,4.441296507672566,0.7713895480377753,0.7286090386176963,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,8,2,seed08_fold02,280,50,82,16,0.5,0.001,19,4.591727256774902,16323,16.740650415420532,cuda,False,0.20432783143314306,5.231954007006839,4.435461742121999,0.6718722246583558,0.8093107292507592,0.1111111111111111
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,8,3,seed08_fold03,280,50,82,16,0.2,0.001,10,4.69427490234375,16323,16.97011685371399,cuda,False,0.21336588575319382,4.781984401499311,4.153335501508015,0.8388601230829613,0.7299324657072722,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,8,3,seed08_fold03,280,50,82,16,0.5,0.001,15,4.68047571182251,16323,17.197107315063477,cuda,False,0.202864232622627,4.785084871921625,4.1618675604099185,0.7718072033224845,0.7264815671453968,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,8,3,seed08_fold03,280,50,82,16,0.5,0.003,26,4.680352210998535,16323,18.626932382583618,cuda,False,0.3917789384874518,4.622344214857116,3.6823484257953925,0.5698113186032396,0.7364317841079461,0.1111111111111111
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,8,4,seed08_fold04,280,50,82,16,0.2,0.003,10,4.550796985626221,16323,17.242664575576782,cuda,False,0.4297858198677234,4.569599785208595,3.8277305277382454,0.8290491946319858,0.7287288961654315,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,8,4,seed08_fold04,280,50,82,32,0.5,0.003,19,4.521844863891602,35203,21.79909324645996,cuda,False,0.356226275211586,4.923736271007786,3.8837762925683,0.7337891672455075,0.7202789390501009,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,8,4,seed08_fold04,280,50,82,16,0.2,0.001,25,4.64506721496582,16323,18.418402910232544,cuda,False,0.4082931270165763,4.579858048395267,3.8051280510134813,0.6625493202697637,0.8063583592818976,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,9,0,seed09_fold00,279,50,83,32,0.5,0.001,10,4.7498779296875,35203,16.96042037010193,cuda,False,0.29982363077735175,4.437454534057007,3.7192669374397003,0.8216836184576961,0.7264416146294851,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,9,0,seed09_fold00,279,50,83,32,0.5,0.001,10,4.749691963195801,35203,16.83400249481201,cuda,False,0.2988819420477303,4.436546045940394,3.7228171911584327,0.7682454875942881,0.7273904868823885,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,9,0,seed09_fold00,279,50,83,32,0.5,0.001,10,4.741580963134766,35203,17.285962104797363,cuda,False,0.29850090803956186,4.435973291260466,3.7209840797516236,0.6513280009933462,0.79294199054319,0.1111111111111111
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,9,1,seed09_fold01,279,50,83,32,0.2,0.003,11,3.822413444519043,35203,23.112688064575195,cuda,False,0.26852354517351634,5.145743198359606,4.289403306432517,0.7953953056830594,0.716738147327424,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,9,1,seed09_fold01,279,50,83,32,0.2,0.003,12,3.7653775215148926,35203,22.53199028968811,cuda,False,0.2514641029137803,5.302674660550008,4.38915522701769,0.746751533347214,0.7218370871706584,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,9,1,seed09_fold01,279,50,83,32,0.2,0.003,17,3.6725354194641113,35203,23.975053071975708,cuda,False,0.2496910703767415,5.372324788172782,4.430326691593033,0.6630652734167224,0.8015146273017338,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,9,2,seed09_fold02,280,50,82,16,0.5,0.003,12,4.196849346160889,16323,17.37037229537964,cuda,False,0.14794755436676615,4.705765450086446,3.9925263800272126,0.7073285075052453,0.6734595844660446,0.1111111111111111
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,9,2,seed09_fold02,280,50,82,32,0.5,0.003,10,4.23870325088501,35203,18.156913995742798,cuda,False,0.18072515001600373,4.704122180802785,3.884505213760748,0.7388365224249491,0.7212228172385156,0.17647058823529413
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,9,2,seed09_fold02,280,50,82,16,0.5,0.003,11,4.216543197631836,16323,17.83807873725891,cuda,False,0.1434878101589635,4.6772499813659,3.9612038193679435,0.44240096489665126,0.5868527274824127,0.1111111111111111
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,9,3,seed09_fold03,280,50,82,16,0.5,0.003,11,4.974461555480957,16323,17.69763994216919,cuda,False,0.24020308356435738,4.535624891645796,3.8485856521420363,0.7974782878049513,0.7156843997202522,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,9,3,seed09_fold03,280,50,82,16,0.5,0.003,11,4.956625461578369,16323,17.31972336769104,cuda,False,0.2764062213166257,4.652412868115769,4.053982862612096,0.7516887453795862,0.7214075976246073,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,9,3,seed09_fold03,280,50,82,16,0.5,0.003,11,4.974855899810791,16323,17.027454614639282,cuda,False,0.2731241618266804,4.668421340579149,4.054854695389911,0.6434760422860211,0.7936262637911813,0.17647058823529413
M2_TRUE,Prior-Gated Graph Attention Network (Meta-GAT),prior_gated_gat,9,4,seed09_fold04,280,50,82,16,0.2,0.003,13,4.641352653503418,16323,17.88251757621765,cuda,False,0.320376320996247,4.9155155552200815,4.250018491977599,0.7892198298019253,0.7112846289054732,0.17647058823529413
M2_SHUFFLED,Shuffled-prior Meta-GAT,prior_gated_gat,9,4,seed09_fold04,280,50,82,16,0.5,0.001,35,4.71053409576416,16323,18.79606819152832,cuda,False,0.29931220458473273,4.959801226511736,4.249777096073802,0.7717871024099807,0.727460403785234,0.25
M2_RANDOM,Random-prior Meta-GAT,prior_gated_gat,9,4,seed09_fold04,280,50,82,16,0.2,0.003,13,4.704380512237549,16323,16.825894594192505,cuda,False,0.34062377407941363,4.902791993047247,4.171537050386754,0.6158777237858296,0.777603505939338,0.17647058823529413
