method,target,seed,fold,split_id,n_train,n_val,n_test,best_lambda1,best_lambda2,best_lambda3,runtime_seconds,pearson,rmse,mae,jaccard
mt_ncr_joint_l21,fluid_intelligence,8,3,seed08_fold03,280.0,50.0,82.0,10.0,10.0,0.0,190.64074683189392,0.2335328746934286,4.435383099492451,3.763213113706664,
mt_ncr_joint_l21,working_memory,8,3,seed08_fold03,280.0,50.0,82.0,10.0,10.0,0.0,190.64075136184687,0.2383086127748016,11.320513803975448,8.948663716007154,
mt_ncr_joint_l21,jaccard_top10pct,8,3,seed08_fold03,,,,,,,,,,,0.1900089206066012
no_prior_ridge,fluid_intelligence,8,3,seed08_fold03,280.0,50.0,82.0,0.0,0.0,0.0,3.843249082565308,0.1822016595436619,4.749225276170942,3.964740444364966,
no_prior_ridge,working_memory,8,3,seed08_fold03,280.0,50.0,82.0,0.0,0.0,0.0,3.843253135681152,0.2584245105293334,11.2780799866663,8.896727328554581,
mt_ncr_independent,fluid_intelligence,8,4,seed08_fold04,280.0,50.0,82.0,0.0,0.0,0.0,69.24484276771545,0.4270021950698475,4.767322127641604,4.07592982694405,
mt_ncr_independent,working_memory,8,4,seed08_fold04,280.0,50.0,82.0,0.0,0.0,0.0,69.24484705924988,0.2090075734756223,11.597489929148342,9.393952407553671,
mt_ncr_independent,jaccard_top10pct,8,4,seed08_fold04,,,,,,,,,,,0.1421232876712329
mt_ncr_joint_l21,fluid_intelligence,8,4,seed08_fold04,280.0,50.0,82.0,10.0,0.0,0.0,223.6815061569214,0.3639216909839139,5.00677541594162,4.265837413296882,
mt_ncr_joint_l21,working_memory,8,4,seed08_fold04,280.0,50.0,82.0,10.0,0.0,0.0,223.68151998519895,0.2401381923083042,11.427210360957432,9.318855207061192,
mt_ncr_joint_l21,jaccard_top10pct,8,4,seed08_fold04,,,,,,,,,,,0.2261029411764706
no_prior_ridge,fluid_intelligence,8,4,seed08_fold04,280.0,50.0,82.0,0.0,0.0,0.0,6.258717060089111,0.4270021950698474,4.767322127641604,4.075929826944049,
no_prior_ridge,working_memory,8,4,seed08_fold04,280.0,50.0,82.0,0.0,0.0,0.0,6.25873064994812,0.2090075734756223,11.597489929148342,9.393952407553671,
mt_ncr_independent,fluid_intelligence,9,0,seed09_fold00,279.0,50.0,83.0,0.0,0.0,0.0,68.94812965393066,0.3333268343462699,4.714076208517263,3.91990335067812,
mt_ncr_independent,working_memory,9,0,seed09_fold00,279.0,50.0,83.0,0.0,0.0,0.0,68.94813442230225,0.3098658818674371,11.878431585535406,9.573474244875586,
mt_ncr_independent,jaccard_top10pct,9,0,seed09_fold00,,,,,,,,,,,0.1125938281901584
mt_ncr_joint_l21,fluid_intelligence,9,0,seed09_fold00,279.0,50.0,83.0,1.0,0.0,0.0,235.76159524917605,0.3333278836383907,4.714074272943666,3.919901411369183,
mt_ncr_joint_l21,working_memory,9,0,seed09_fold00,279.0,50.0,83.0,1.0,0.0,0.0,235.7615988254547,0.3098654433771018,11.878432640846006,9.5734733253934,
mt_ncr_joint_l21,jaccard_top10pct,9,0,seed09_fold00,,,,,,,,,,,0.1579861111111111
no_prior_ridge,fluid_intelligence,9,0,seed09_fold00,279.0,50.0,83.0,0.0,0.0,0.0,6.545434713363648,0.3333268343462699,4.714076208517263,3.91990335067812,
no_prior_ridge,working_memory,9,0,seed09_fold00,279.0,50.0,83.0,0.0,0.0,0.0,6.545451402664185,0.3098658818674377,11.878431585535404,9.573474244875584,
mt_ncr_independent,fluid_intelligence,9,1,seed09_fold01,279.0,50.0,83.0,0.0,0.0,0.0,69.52083683013916,0.3558730426197731,4.711537295588005,4.005197768903649,
mt_ncr_independent,working_memory,9,1,seed09_fold01,279.0,50.0,83.0,0.0,0.0,0.0,69.52083992958069,0.2019698935813257,11.13141501244071,9.161658011711983,
mt_ncr_independent,jaccard_top10pct,9,1,seed09_fold01,,,,,,,,,,,0.1257383966244726
mt_ncr_joint_l21,fluid_intelligence,9,1,seed09_fold01,279.0,50.0,83.0,1.0,0.0,0.0,190.8536937236786,0.3558732013528282,4.711536990456384,4.005196531257265,
mt_ncr_joint_l21,working_memory,9,1,seed09_fold01,279.0,50.0,83.0,1.0,0.0,0.0,190.8536970615387,0.2019697618308273,11.131415818642015,9.16165778816189,
mt_ncr_joint_l21,jaccard_top10pct,9,1,seed09_fold01,,,,,,,,,,,0.1620209059233449
no_prior_ridge,fluid_intelligence,9,1,seed09_fold01,279.0,50.0,83.0,0.0,0.0,0.0,5.498632192611694,0.3558730426197733,4.711537295588004,4.005197768903647,
no_prior_ridge,working_memory,9,1,seed09_fold01,279.0,50.0,83.0,0.0,0.0,0.0,5.498635530471802,0.2019698935813252,11.131415012440714,9.16165801171199,
mt_ncr_independent,fluid_intelligence,9,2,seed09_fold02,280.0,50.0,82.0,0.0,0.0,0.0,52.21017599105835,0.342654012984188,4.411443202437734,3.768872016962259,
mt_ncr_independent,working_memory,9,2,seed09_fold02,280.0,50.0,82.0,0.0,0.0,0.0,52.21017956733704,0.2395158158899105,11.090506101477636,8.985775330045698,
mt_ncr_independent,jaccard_top10pct,9,2,seed09_fold02,,,,,,,,,,,0.1024793388429752
mt_ncr_joint_l21,fluid_intelligence,9,2,seed09_fold02,280.0,50.0,82.0,1.0,0.0,0.0,183.49567246437076,0.3965949097010058,4.324688445384136,3.681209191082147,
mt_ncr_joint_l21,working_memory,9,2,seed09_fold02,280.0,50.0,82.0,1.0,0.0,0.0,183.495676279068,0.2395166645911037,11.090503747815848,8.985772308477527,
mt_ncr_joint_l21,jaccard_top10pct,9,2,seed09_fold02,,,,,,,,,,,0.1836734693877551
no_prior_ridge,fluid_intelligence,9,2,seed09_fold02,280.0,50.0,82.0,0.0,0.0,0.0,3.846760034561157,0.39659644925189,4.324686137356867,3.681207485233212,
no_prior_ridge,working_memory,9,2,seed09_fold02,280.0,50.0,82.0,0.0,0.0,0.0,3.846771001815796,0.2395158158899108,11.090506101477636,8.9857753300457,
mt_ncr_independent,fluid_intelligence,9,3,seed09_fold03,280.0,50.0,82.0,0.0,0.0,0.0,47.88638710975647,0.5204714617141397,4.264128205633405,3.4297245334988964,
mt_ncr_independent,working_memory,9,3,seed09_fold03,280.0,50.0,82.0,0.0,0.0,0.0,47.88639187812805,0.2979907367096769,10.381888575317102,8.461231501999519,
mt_ncr_independent,jaccard_top10pct,9,3,seed09_fold03,,,,,,,,,,,0.0758064516129032
mt_ncr_independent,fluid_intelligence,9,4,seed09_fold04,280.0,50.0,82.0,0.0,0.0,0.0,50.308252573013306,0.25287077871227254,4.914000286612824,4.0033698971759115,
mt_ncr_independent,working_memory,9,4,seed09_fold04,280.0,50.0,82.0,0.0,0.0,0.0,50.30825662612915,0.21703157782055968,11.14005583794762,9.010326883447767,
mt_ncr_independent,jaccard_top10pct,9,4,seed09_fold04,,,,,,,,,,,0.10613598673300166
mt_ncr_joint_l21,fluid_intelligence,9,4,seed09_fold04,280.0,50.0,82.0,1.0,0.0,0.0,177.1148717403412,0.2386593670453237,4.732725193529014,4.017891761784726,
mt_ncr_joint_l21,working_memory,9,4,seed09_fold04,280.0,50.0,82.0,1.0,0.0,0.0,177.11490154266357,0.21703307209950823,11.140050451093666,9.010324263080806,
mt_ncr_joint_l21,jaccard_top10pct,9,4,seed09_fold04,,,,,,,,,,,0.2050587172538392
no_prior_ridge,fluid_intelligence,9,4,seed09_fold04,280.0,50.0,82.0,0.0,0.0,0.0,4.901849031448364,0.2528707787122725,4.914000286612823,4.0033698971759115,
no_prior_ridge,working_memory,9,4,seed09_fold04,280.0,50.0,82.0,0.0,0.0,0.0,4.901862144470215,0.21703157782055957,11.140055837947619,9.010326883447766,
