method_id,method_name,method_family,seed,fold,split_id,n_train,n_val,n_test,best_alpha,best_gamma,best_kernel,gate_mode,best_val_rmse,parameters,runtime_seconds,device,group_aware,pearson,rmse,mae,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,8,0,seed08_fold00,279,50,83,0.01,0.0001,rbf,product,4.050420726854837,330,0.7112386226654053,cuda,False,0.19151849696477263,4.796418459368379,3.9610053743456874,0.046517488661685084,0.04404265472819126,0.05263157894736842
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,8,1,seed08_fold01,279,50,83,0.01,0.0001,rbf,product,4.453530332352227,330,0.678699254989624,cuda,False,0.41099540591010264,4.265769812385382,3.4579733870578786,-0.42556524605949786,-0.4185924973361532,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,8,1,seed08_fold01,279,50,83,0.01,1e-05,rbf,product,4.637206572359523,330,0.6689586639404297,cuda,False,0.27390644120709606,4.492754367674525,3.8799337303742867,0.7667423670868454,0.7059909205471692,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,8,1,seed08_fold01,279,50,83,0.01,0.001,rbf,product,4.530603965182853,330,0.8795139789581299,cuda,False,0.33897412638858315,4.343219228408161,3.6446174010392545,-0.11959609438291503,-0.09393835303745067,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,8,1,seed08_fold01,279,50,83,0.01,0.001,rbf,product,4.288420129775351,330,0.8069329261779785,cuda,False,0.36420115001406617,4.350933253975822,3.5805752171934997,-0.1294083772246995,-0.1526036285893344,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,8,2,seed08_fold02,280,50,82,0.1,1e-05,rbf,product,4.540000893122926,331,0.6436471939086914,cuda,False,0.36387796879398515,5.0251925361792855,4.275095658127199,-0.5202934254157531,-0.5234229050240388,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,8,2,seed08_fold02,280,50,82,0.01,1e-05,rbf,product,4.615522789885681,331,0.6566169261932373,cuda,False,0.35647213683187906,4.995095471755736,4.227205920746006,0.6295933876758656,0.6031181861389583,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,8,2,seed08_fold02,280,50,82,0.1,1e-05,rbf,product,4.56157273499134,331,0.6399645805358887,cuda,False,0.3439612548480485,5.06061678217689,4.308797927884076,-0.4457094239532996,-0.4364412838197177,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,8,2,seed08_fold02,280,50,82,0.01,0.001,rbf,product,4.54103593725883,331,0.6414859294891357,cuda,False,0.3586016259659366,5.02782769248311,4.2544794214244845,-0.2874056297293297,-0.30430333150616595,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,8,3,seed08_fold03,280,50,82,0.1,0.0001,rbf,product,4.597458373986075,331,0.6545307636260986,cuda,False,0.27670348147481016,4.748201990276821,4.094123948956285,-0.3994284106836269,-0.39790708222285587,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,8,3,seed08_fold03,280,50,82,0.1,1e-05,rbf,product,4.7556209930069215,331,0.6610333919525146,cuda,False,0.2964986993769626,4.72536605856154,4.089519598179166,0.7243421225433543,0.671062433511341,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,8,3,seed08_fold03,280,50,82,0.1,0.0001,rbf,product,4.51104835442738,331,0.6511192321777344,cuda,False,0.2714763632298256,4.762637619238489,4.086974239689366,-0.4767835938982895,-0.44942085742654037,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,8,3,seed08_fold03,280,50,82,0.1,0.0001,rbf,product,4.489721036917651,331,0.6559474468231201,cuda,False,0.2753295838641244,4.749385572397469,4.0585247922423235,-0.37452249828243894,-0.3634879897649022,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,8,4,seed08_fold04,280,50,82,0.1,0.0001,rbf,product,4.615079961014434,331,0.6476881504058838,cuda,False,0.5019166736295726,4.349039146069943,3.4904502625109948,-0.1770189680471831,-0.1803606390190075,0.05263157894736842
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,8,4,seed08_fold04,280,50,82,0.1,1e-05,rbf,product,4.820030805122026,331,0.6972131729125977,cuda,False,0.3659248352768148,4.812387273460773,4.0262808374704875,0.7444262224063501,0.6821142982254227,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,8,4,seed08_fold04,280,50,82,0.01,0.0001,rbf,product,4.288640064883718,331,0.6539270877838135,cuda,False,0.49110850607163303,4.380514965848716,3.4675901439380303,-0.3774487583338754,-0.3560568218053208,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,8,4,seed08_fold04,280,50,82,0.01,0.01,rbf,product,4.693963369620224,331,0.645749568939209,cuda,False,0.35657984054651126,4.761088473599222,3.9173383335902994,0.24401249457927943,0.200276968201004,0.1111111111111111
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,9,0,seed09_fold00,279,50,83,0.1,0.0001,rbf,product,4.554618602569999,330,0.7265138626098633,cuda,False,0.46506474029486217,4.0973502886774895,3.407465649711719,-0.48707484376478904,-0.4551390612664064,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,9,0,seed09_fold00,279,50,83,0.01,0.001,rbf,product,4.615809707203998,330,0.6600816249847412,cuda,False,0.34440619484196994,4.342360570686895,3.6555844831136555,0.4921936629787633,0.4947519807928848,0.3333333333333333
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,9,0,seed09_fold00,279,50,83,0.01,0.001,rbf,product,4.506727946401734,330,0.655954122543335,cuda,False,0.49650864682012175,4.206077757465582,3.5255095458348356,-0.4973093649785423,-0.47440116800034837,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,9,0,seed09_fold00,279,50,83,0.01,0.001,rbf,product,4.504832724499615,330,0.7707986831665039,cuda,False,0.5027557120719801,4.199641045819987,3.5310734070187513,-0.4555973993332528,-0.44596995886466484,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,9,1,seed09_fold01,279,50,83,0.01,1e-05,rbf,product,4.3486930103395425,330,0.6806323528289795,cuda,False,0.37517450117483186,4.878314104346906,4.014253341876129,-0.48802509018299656,-0.5011943239836509,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,9,1,seed09_fold01,279,50,83,0.01,0.0001,rbf,product,4.369237920946937,330,0.6677038669586182,cuda,False,0.1621611592908074,5.527490846724115,4.617768303417374,0.7343034452979057,0.6919376230752189,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,9,1,seed09_fold01,279,50,83,0.1,0.0001,rbf,product,4.346457282025335,330,0.941230297088623,cuda,False,0.31031154989124315,5.000507244647105,4.176322323460592,-0.4557991013055223,-0.45234238515258546,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,9,1,seed09_fold01,279,50,83,0.01,1e-05,rbf,product,4.395563790271977,330,0.654815673828125,cuda,False,0.33817498963362325,4.952597409374942,4.1266784975382835,0.168601043426879,0.1686395696634043,0.1111111111111111
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,9,2,seed09_fold02,280,50,82,0.1,1e-05,rbf,product,4.203538110886436,331,0.6521718502044678,cuda,False,0.2173236111781609,4.62229782079952,3.966648388988649,-0.6494691733782859,-0.6400442989703731,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,9,2,seed09_fold02,280,50,82,0.01,1e-05,rbf,product,4.258740229367468,331,0.6641933917999268,cuda,False,0.2587953413594418,4.571417087157135,3.8863288735457227,0.7361887530947919,0.6964872158246669,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,9,2,seed09_fold02,280,50,82,0.1,1e-05,rbf,product,4.259692204832061,331,0.6478404998779297,cuda,False,0.17160268628294467,4.673493395925918,4.02353223296276,-0.5745758761311628,-0.5903583513696502,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,9,2,seed09_fold02,280,50,82,0.01,1e-05,rbf,product,4.308188380001671,331,0.643808126449585,cuda,False,0.21780093717881774,4.621884911188583,3.9541891209080147,0.2069198469220336,0.26180384270506524,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,9,3,seed09_fold03,280,50,82,0.01,1e-05,rbf,product,4.983047094439366,331,0.6403932571411133,cuda,False,0.3802737634814448,4.275996307578771,3.6313986067167097,0.08844574553500617,0.10955978675893638,0.05263157894736842
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,9,3,seed09_fold03,280,50,82,0.01,1e-05,rbf,product,5.095702682244995,331,0.6466679573059082,cuda,False,0.35644574791026984,4.334407962837161,3.7123541438329797,0.7676645136951483,0.7046674934575932,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,9,3,seed09_fold03,280,50,82,0.01,1e-05,rbf,product,4.721401584415931,331,0.6544008255004883,cuda,False,0.4108423276202895,4.22954806091035,3.5075074581239467,-0.378214693952051,-0.3437214825175747,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,9,3,seed09_fold03,280,50,82,0.01,0.01,rbf,product,4.907022341992615,331,0.8953700065612793,cuda,False,0.3185315505240358,4.383320828760237,3.742258751495411,0.2096342445364287,0.25794343085509447,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,9,4,seed09_fold04,280,50,82,0.01,0.0001,rbf,product,4.440513115626459,331,0.6758830547332764,cuda,False,0.4010198570102352,4.781630782062238,3.9155292427016892,-0.5763845611048573,-0.5760653388022295,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,9,4,seed09_fold04,280,50,82,0.01,0.0001,rbf,product,4.514224573774918,331,0.642148494720459,cuda,False,0.27090993776069594,5.241872951342506,4.2826517202688485,0.7627695550212246,0.7082931842765825,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,9,4,seed09_fold04,280,50,82,0.01,0.0001,rbf,product,4.471441846465003,331,0.6476609706878662,cuda,False,0.39075530851005136,4.817934431783596,3.922582972726683,-0.48311333955164143,-0.49695436323251885,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,9,4,seed09_fold04,280,50,82,0.01,1e-05,rbf,product,4.703199354078342,331,0.6635408401489258,cuda,False,0.30189403014552835,4.959705674669221,4.2296515208917675,0.16360415005571796,0.2155338352147951,0.05263157894736842
