target,prior_type,lifting,modality,metric,value,seed,fold
fluid_intelligence,shuffled,prod,SC,marginal_pearson,-0.03362936455993111,1,3
fluid_intelligence,random,prod,FC,marginal_pearson,-0.09913981783631468,1,3
fluid_intelligence,random,prod,SC,marginal_pearson,0.009541177490252746,1,3
fluid_intelligence,matched,mean,FC,marginal_pearson,0.12792957387897377,1,3
fluid_intelligence,matched,mean,SC,marginal_pearson,0.0413480401783102,1,3
fluid_intelligence,unrelated,mean,FC,marginal_pearson,0.18081128384891196,1,3
fluid_intelligence,unrelated,mean,SC,marginal_pearson,0.027064642931269534,1,3
fluid_intelligence,shuffled,mean,FC,marginal_pearson,-0.0852098071617953,1,3
fluid_intelligence,shuffled,mean,SC,marginal_pearson,-0.043850598910022055,1,3
fluid_intelligence,random,mean,FC,marginal_pearson,-0.10860671896057206,1,3
fluid_intelligence,random,mean,SC,marginal_pearson,0.011375619614650508,1,3
fluid_intelligence,matched,max,FC,marginal_pearson,0.1157861876884109,1,3
fluid_intelligence,matched,max,SC,marginal_pearson,0.0332420019040426,1,3
fluid_intelligence,unrelated,max,FC,marginal_pearson,0.1522313318445554,1,3
fluid_intelligence,unrelated,max,SC,marginal_pearson,0.03460804472479122,1,3
fluid_intelligence,shuffled,max,FC,marginal_pearson,-0.06265511242873947,1,3
fluid_intelligence,shuffled,max,SC,marginal_pearson,-0.037207450114675245,1,3
fluid_intelligence,random,max,FC,marginal_pearson,-0.10437972445904513,1,3
fluid_intelligence,random,max,SC,marginal_pearson,0.001516443180048079,1,3
fluid_intelligence,matched,bridge,FC,marginal_pearson,0.10688062428938312,1,3
fluid_intelligence,matched,bridge,SC,marginal_pearson,0.017579222538205756,1,3
fluid_intelligence,unrelated,bridge,FC,marginal_pearson,0.12932644374575536,1,3
fluid_intelligence,unrelated,bridge,SC,marginal_pearson,0.02231439414603801,1,3
fluid_intelligence,shuffled,bridge,FC,marginal_pearson,-0.052114817562127755,1,3
fluid_intelligence,shuffled,bridge,SC,marginal_pearson,-0.034435360564098266,1,3
fluid_intelligence,random,bridge,FC,marginal_pearson,-0.009414909369645308,1,3
fluid_intelligence,random,bridge,SC,marginal_pearson,0.0031110219157379562,1,3
fluid_intelligence,matched,prod,FC,marginal_pearson,0.0037234112808113657,1,4
fluid_intelligence,matched,prod,SC,marginal_pearson,0.04368295497473887,1,4
fluid_intelligence,unrelated,prod,FC,marginal_pearson,0.008071103485808544,1,4
fluid_intelligence,unrelated,prod,SC,marginal_pearson,0.01435084845822198,1,4
fluid_intelligence,shuffled,prod,FC,marginal_pearson,-0.08109726388353744,1,4
fluid_intelligence,shuffled,prod,SC,marginal_pearson,-0.030512117639920695,1,4
fluid_intelligence,random,prod,FC,marginal_pearson,-0.11513622517250381,1,4
fluid_intelligence,random,prod,SC,marginal_pearson,0.015844431980370145,1,4
fluid_intelligence,matched,mean,FC,marginal_pearson,-0.01621784066058935,1,4
fluid_intelligence,matched,mean,SC,marginal_pearson,0.049031576739098484,1,4
fluid_intelligence,unrelated,mean,FC,marginal_pearson,-0.02546421859252456,1,4
fluid_intelligence,unrelated,mean,SC,marginal_pearson,0.02967789328577586,1,4
fluid_intelligence,shuffled,mean,FC,marginal_pearson,-0.09888455461450327,1,4
fluid_intelligence,shuffled,mean,SC,marginal_pearson,-0.04307237392971095,1,4
fluid_intelligence,random,mean,FC,marginal_pearson,-0.12489150168062225,1,4
fluid_intelligence,random,mean,SC,marginal_pearson,0.016356462800940757,1,4
fluid_intelligence,matched,max,FC,marginal_pearson,-0.030655177442738782,1,4
fluid_intelligence,matched,max,SC,marginal_pearson,0.03775497992178796,1,4
fluid_intelligence,unrelated,max,FC,marginal_pearson,-0.036648037684193974,1,4
fluid_intelligence,unrelated,max,SC,marginal_pearson,0.03464383720935127,1,4
fluid_intelligence,shuffled,max,FC,marginal_pearson,-0.10037010681932404,1,4
fluid_intelligence,shuffled,max,SC,marginal_pearson,-0.039012591319859354,1,4
fluid_intelligence,random,max,FC,marginal_pearson,-0.09366996446547385,1,4
fluid_intelligence,random,max,SC,marginal_pearson,0.012980376844465805,1,4
fluid_intelligence,matched,bridge,FC,marginal_pearson,-0.03628902288447643,1,4
fluid_intelligence,matched,bridge,SC,marginal_pearson,0.029642439215148482,1,4
fluid_intelligence,unrelated,bridge,FC,marginal_pearson,-0.05644781410933126,1,4
fluid_intelligence,unrelated,bridge,SC,marginal_pearson,0.03565122681988862,1,4
fluid_intelligence,shuffled,bridge,FC,marginal_pearson,-0.06998404212185638,1,4
fluid_intelligence,shuffled,bridge,SC,marginal_pearson,-0.03749753717515551,1,4
fluid_intelligence,random,bridge,FC,marginal_pearson,-0.007975023793514058,1,4
fluid_intelligence,random,bridge,SC,marginal_pearson,-0.0008855810163294286,1,4
fluid_intelligence,matched,prod,FC,marginal_pearson,0.043519018783696475,2,0
fluid_intelligence,matched,prod,SC,marginal_pearson,0.007943209301880317,2,0
fluid_intelligence,unrelated,prod,FC,marginal_pearson,0.11062772668755291,2,0
fluid_intelligence,unrelated,prod,SC,marginal_pearson,-0.020985528994952353,2,0
fluid_intelligence,shuffled,prod,FC,marginal_pearson,-0.11408813538547519,2,0
fluid_intelligence,shuffled,prod,SC,marginal_pearson,-0.02742110919184982,2,0
fluid_intelligence,random,prod,FC,marginal_pearson,-0.07612632699376673,2,0
fluid_intelligence,random,prod,SC,marginal_pearson,0.003124183868255057,2,0
fluid_intelligence,matched,mean,FC,marginal_pearson,0.060036963655308064,2,0
fluid_intelligence,matched,mean,SC,marginal_pearson,-0.0007171836117344701,2,0
fluid_intelligence,unrelated,mean,FC,marginal_pearson,0.11903971541151445,2,0
fluid_intelligence,unrelated,mean,SC,marginal_pearson,-0.015667419507896907,2,0
fluid_intelligence,shuffled,mean,FC,marginal_pearson,-0.12930863370649104,2,0
fluid_intelligence,shuffled,mean,SC,marginal_pearson,-0.037515190933567144,2,0
fluid_intelligence,random,mean,FC,marginal_pearson,-0.08667566151533995,2,0
fluid_intelligence,random,mean,SC,marginal_pearson,0.009739830682764076,2,0
fluid_intelligence,matched,max,FC,marginal_pearson,0.06896141407757359,2,0
fluid_intelligence,matched,max,SC,marginal_pearson,-0.0057931948216422315,2,0
fluid_intelligence,unrelated,max,FC,marginal_pearson,0.11508999632665927,2,0
fluid_intelligence,unrelated,max,SC,marginal_pearson,-0.001992302478518404,2,0
fluid_intelligence,shuffled,max,FC,marginal_pearson,-0.10572855130475978,2,0
fluid_intelligence,shuffled,max,SC,marginal_pearson,-0.034624219198014616,2,0
fluid_intelligence,random,max,FC,marginal_pearson,-0.0848084138524697,2,0
fluid_intelligence,random,max,SC,marginal_pearson,0.010734602799383073,2,0
fluid_intelligence,matched,bridge,FC,marginal_pearson,0.05082454818464255,2,0
