target,prior_type,lifting,seed,fold,marginal_pearson,marginal_spearman,ridge_pearson,ridge_spearman,ridge_alpha,n_train,n_val,n_test
fluid_intelligence,matched,mean,0,3,0.07340943635650202,0.06605132388772071,-0.04040447323539978,-0.03166866234407999,0.01,280,50,82
fluid_intelligence,unrelated,mean,0,3,0.09816462313052354,0.09158405949120503,-0.040733571032656214,-0.07812946843222167,0.01,280,50,82
fluid_intelligence,shuffled,mean,0,3,-0.059171787037663987,-0.05379158367976009,0.028632879550710096,-0.0017210281708954773,0.01,280,50,82
fluid_intelligence,random,mean,0,3,-0.030983631296854837,-0.025817779194857372,0.02140693760850062,-0.01039879955303644,0.01,280,50,82
fluid_intelligence,matched,max,0,3,0.05490271401579802,0.048895571860304535,-0.03537109140790506,-0.04174898656813345,0.01,280,50,82
fluid_intelligence,unrelated,max,0,3,0.0810991112888195,0.08390126895795283,-0.03027612652056809,-0.07075479287722027,0.01,280,50,82
fluid_intelligence,shuffled,max,0,3,-0.04978358098560887,-0.04573665572717299,0.022709751720562367,-0.0010121796527481422,0.01,280,50,82
fluid_intelligence,random,max,0,3,-0.024427936797757302,-0.024084461151009345,0.024774109073742653,0.006128119644996175,0.01,280,50,82
fluid_intelligence,matched,bridge,0,3,0.039785619549563375,0.036106421165554514,-0.034177534098400596,-0.03185483893748243,0.01,280,50,82
fluid_intelligence,unrelated,bridge,0,3,0.0673706846464956,0.07085226713872358,-0.02678243637316604,-0.06684119826952319,0.01,280,50,82
fluid_intelligence,shuffled,bridge,0,3,-0.044893001311541364,-0.042183086239304085,0.00959894394628949,-0.009618220584622987,0.01,280,50,82
fluid_intelligence,random,bridge,0,3,0.003730769237116043,0.0067795541687616315,0.002891295857185682,0.011167327535886956,0.01,280,50,82
fluid_intelligence,matched,prod,0,4,0.07525241882713352,0.07376221016952811,-0.024711135399790526,-0.01849152273898931,1000.0,280,50,82
fluid_intelligence,unrelated,prod,0,4,0.08019054873740555,0.06404168857846063,-0.028544567913250118,-0.08370854556831324,1000.0,280,50,82
fluid_intelligence,shuffled,prod,0,4,-0.007543743620773561,-0.02149794433949004,0.03472504667759195,0.003724282508579879,1000.0,280,50,82
fluid_intelligence,random,prod,0,4,-0.0017123650832821856,-0.004808866943846122,0.00819080650702508,-0.01598365645810776,1000.0,280,50,82
fluid_intelligence,matched,mean,0,4,0.08471525269730978,0.07779981544060713,-0.038174472828678974,-0.03570347221091753,1000.0,280,50,82
fluid_intelligence,unrelated,mean,0,4,0.08372255891170895,0.0723110286927755,-0.03770070415944876,-0.07540254956820347,1000.0,280,50,82
fluid_intelligence,shuffled,mean,0,4,-0.012471446459507119,-0.0046183709751809994,0.03414263957613037,0.0015271232281925675,1000.0,280,50,82
fluid_intelligence,random,mean,0,4,-0.0037565875605732233,-0.002438586435560215,0.00890026868368159,-0.012880642175175169,1000.0,280,50,82
fluid_intelligence,matched,max,0,4,0.0736852971501001,0.0696444232707228,-0.034499823523222756,-0.04738911347893554,1000.0,280,50,82
fluid_intelligence,unrelated,max,0,4,0.07230077801505998,0.07046028948911323,-0.030269168501114663,-0.06971867267474502,1000.0,280,50,82
fluid_intelligence,shuffled,max,0,4,-0.0075280957594538655,0.0008436325851352541,0.02893379469945181,-0.00044509938295053165,1000.0,280,50,82
fluid_intelligence,random,max,0,4,-0.004660484109470472,-0.007889521423192577,0.01107706686661435,-0.0010350923780609598,1000.0,280,50,82
fluid_intelligence,matched,bridge,0,4,0.05153833228162806,0.04880525034911224,-0.036631320988719865,-0.03772247475809135,1000.0,280,50,82
fluid_intelligence,unrelated,bridge,0,4,0.050204829608848214,0.05133950807828996,-0.032204797691105125,-0.06456962242430431,1000.0,280,50,82
fluid_intelligence,shuffled,bridge,0,4,-0.012738694481407747,-0.008094276362285721,0.01436430452681546,-0.007096570642083802,1000.0,280,50,82
fluid_intelligence,random,bridge,0,4,-0.004653690059830353,-0.0021366522803899783,0.0006042873391758613,0.008149096240366152,1000.0,280,50,82
fluid_intelligence,matched,prod,1,0,0.028318894602600522,0.03294149219297957,-0.030946505560941515,-0.03170959198200947,0.01,279,50,83
fluid_intelligence,unrelated,prod,1,0,0.06221292724296769,0.07248154305177654,-0.03727609263229243,-0.09930299072841535,0.01,279,50,83
fluid_intelligence,shuffled,prod,1,0,-0.039904783007803604,-0.05760373255618971,0.03211347053972538,-0.0022352767015308157,0.01,279,50,83
fluid_intelligence,random,prod,1,0,-0.014259331652523504,-0.007834110177486092,0.005761042706917331,-0.021341129493356707,0.01,279,50,83
fluid_intelligence,matched,mean,1,0,0.03644796213707837,0.028831486029235614,-0.0442687349100696,-0.04752999794408339,0.01,279,50,83
fluid_intelligence,unrelated,mean,1,0,0.0818383538715872,0.06943062900750556,-0.04319784538012139,-0.08585174639916857,0.01,279,50,83
fluid_intelligence,shuffled,mean,1,0,-0.05234140927385267,-0.0469497128482087,0.029363287298625154,-0.007249078114600541,0.01,279,50,83
fluid_intelligence,random,mean,1,0,-0.015383166719789267,-0.011606220824372791,0.009800364385540439,-0.015610781391159215,0.01,279,50,83
fluid_intelligence,matched,max,1,0,0.03396018307847151,0.02603691992585698,-0.040873796703150375,-0.056284764198618074,0.01,279,50,83
fluid_intelligence,unrelated,max,1,0,0.07834346898728058,0.06731919263394963,-0.031911100625038887,-0.07679675255595696,0.01,279,50,83
fluid_intelligence,shuffled,max,1,0,-0.04338485194090673,-0.04124147902256566,0.022646450186454798,-0.007280617699707693,0.01,279,50,83
fluid_intelligence,random,max,1,0,-0.019125242744719047,-0.023737733774155015,0.015643244651440555,-0.0009392224842835902,0.01,279,50,83
fluid_intelligence,matched,bridge,1,0,0.0280877656236226,0.017322102833862835,-0.039141119848262504,-0.04616855186394468,0.01,279,50,83
fluid_intelligence,unrelated,bridge,1,0,0.06959086017352024,0.059374148911445865,-0.031104082814898834,-0.07207969352735769,0.01,279,50,83
