edge_idx,roi_i,roi_j,fip1_score
852,7,76,0.0
853,7,77,0.0
854,7,78,0.0
855,7,79,0.45171047498756206
856,7,80,0.0
857,7,81,0.4297854263071287
858,7,82,0.0
859,7,83,0.0
860,7,84,0.0
861,7,85,0.0
862,7,86,0.26882016208183523
863,7,87,0.7444313870383362
864,7,88,0.02151650740067374
865,7,89,0.03023205470221247
866,7,90,0.29319645844082637
867,7,91,0.0
868,7,92,0.0
869,7,93,0.0
870,7,94,0.0
871,7,95,0.18847371039577504
872,7,96,0.34562592267664527
873,7,97,0.3301013540457794
874,7,98,0.0
875,7,99,0.0
876,7,100,0.0
877,7,101,0.0
878,7,102,0.15374770161620668
879,7,103,0.0
880,7,104,0.21176056334207385
881,7,105,0.6159584470656916
882,7,106,0.20481536158616015
883,7,107,0.16259942934433194
884,7,108,0.2052239028659198
885,7,109,0.24539712870894986
886,7,110,0.3216581675974138
887,7,111,0.30654214024630755
888,7,112,0.0
889,7,113,0.12596689459255198
890,7,114,0.0
891,7,115,0.09437303562447406
892,8,9,0.0
893,8,10,0.0
894,8,11,0.0
895,8,12,0.0
896,8,13,0.0
897,8,14,0.29265173673448014
898,8,15,0.0
899,8,16,0.0
900,8,17,0.0
901,8,18,0.0
902,8,19,0.309674290057798
903,8,20,0.0
904,8,21,0.2496187219331327
905,8,22,0.0
906,8,23,0.0
907,8,24,0.0
908,8,25,0.0
909,8,26,0.2106711199293815
910,8,27,0.09355595306495482
911,8,28,0.0
912,8,29,0.0
913,8,30,0.0
914,8,31,0.0
915,8,32,0.29101757161544173
916,8,33,0.0
917,8,34,0.0
918,8,35,0.0
919,8,36,0.32996517361919286
920,8,37,0.0
921,8,38,0.2990522167840477
922,8,39,0.0
923,8,40,0.0
924,8,41,0.0
925,8,42,0.0
926,8,43,0.23055346221101675
927,8,44,0.11725134729101323
928,8,45,0.0
929,8,46,0.26310058416520044
930,8,47,0.0
931,8,48,0.0
932,8,49,0.25029962406606543
933,8,50,0.3418128707322221
934,8,51,0.0
935,8,52,0.0
936,8,53,0.0
937,8,54,0.0
938,8,55,0.0
939,8,56,0.0
940,8,57,0.0
941,8,58,0.0
942,8,59,0.0
943,8,60,0.0
944,8,61,0.0
945,8,62,0.0
946,8,63,0.0
947,8,64,0.0
948,8,65,0.0
949,8,66,0.0
950,8,67,0.0
951,8,68,0.0
952,8,69,0.0
953,8,70,0.0
954,8,71,0.0
955,8,72,0.0
956,8,73,0.0
957,8,74,0.0
958,8,75,0.0
959,8,76,0.7471004691442824
960,8,77,0.0
961,8,78,0.0
962,8,79,0.34617064438299144
963,8,80,0.0
964,8,81,0.35434146997818405
965,8,82,0.0
966,8,83,0.0
967,8,84,0.0
968,8,85,0.0
969,8,86,0.17703455456250544
970,8,87,0.0
971,8,88,0.04017322584303008
972,8,89,0.12120057966202297
973,8,90,0.21121584163572765
974,8,91,0.0
975,8,92,0.0
976,8,93,0.0
977,8,94,0.0
978,8,95,0.12351564691399419
979,8,96,0.1778516371220247
980,8,97,0.21679923912577592
981,8,98,0.0
982,8,99,0.0
983,8,100,0.0
984,8,101,0.0
985,8,102,0.08061881253923325
986,8,103,0.0
987,8,104,0.044530999493799454
988,8,105,0.0
989,8,106,0.12433272947351345
990,8,107,0.011847697113029212
991,8,108,0.0
992,8,109,0.13876785469168698
993,8,110,0.2806678591948644
994,8,111,0.2301449209312571
995,8,112,0.0
996,8,113,0.07871228656702166
997,8,114,0.0
998,8,115,0.027508446170481617
999,9,10,0.0
1000,9,11,0.0
1001,9,12,0.0
1002,9,13,0.0
1003,9,14,0.2648709297108255
